Date,T_out,mo 
3/16/2004,-1,3
3/16/2004,-1,3
3/16/2004,-1,3
3/16/2004,0,3
3/16/2004,1,3
3/16/2004,1,3
3/16/2004,1,3
3/16/2004,1,3
3/16/2004,1,3
3/16/2004,1,3
3/16/2004,0,3
3/16/2004,0,3
3/16/2004,0,3
3/16/2004,0,3
3/16/2004,0,3
3/17/2004,-1,3
3/17/2004,-1,3
3/17/2004,-1,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,0,3
3/17/2004,1,3
3/17/2004,1,3
3/17/2004,1,3
3/17/2004,2,3
3/17/2004,3,3
3/17/2004,3,3
3/17/2004,5,3
3/17/2004,5,3
3/17/2004,6,3
3/17/2004,4,3
3/17/2004,3,3
3/17/2004,3,3
3/17/2004,0,3
3/17/2004,-1,3
3/18/2004,0,3
3/18/2004,-1,3
3/18/2004,-1,3
3/18/2004,-2,3
3/18/2004,-2,3
3/18/2004,-1,3
3/18/2004,-1,3
3/18/2004,0,3
3/18/2004,1,3
3/18/2004,2,3
3/18/2004,3,3
3/18/2004,3,3
3/18/2004,4,3
3/18/2004,4,3
3/18/2004,4,3
3/18/2004,6,3
3/18/2004,8,3
3/18/2004,9,3
3/18/2004,7,3
3/18/2004,6,3
3/18/2004,6,3
3/18/2004,5,3
3/18/2004,3,3
3/18/2004,3,3
3/19/2004,2,3
3/19/2004,2,3
3/19/2004,1,3
3/19/2004,0,3
3/19/2004,-1,3
3/19/2004,-1,3
3/19/2004,-2,3
3/19/2004,-2,3
3/19/2004,1,3
3/19/2004,4,3
3/19/2004,5,3
3/19/2004,6,3
3/19/2004,8,3
3/19/2004,9,3
3/19/2004,11,3
3/19/2004,12,3
3/19/2004,12,3
3/19/2004,12,3
3/19/2004,10,3
3/19/2004,9,3
3/19/2004,9,3
3/19/2004,8,3
3/19/2004,8,3
3/19/2004,9,3
3/20/2004,8,3
3/20/2004,9,3
3/20/2004,9,3
3/20/2004,9,3
3/20/2004,11,3
3/20/2004,12,3
3/20/2004,12,3
3/20/2004,13,3
3/20/2004,14,3
3/20/2004,15,3
3/20/2004,15,3
3/20/2004,14,3
3/20/2004,14,3
3/20/2004,14,3
3/20/2004,17,3
3/20/2004,19,3
3/20/2004,16,3
3/20/2004,14,3
3/20/2004,12,3
3/20/2004,9,3
3/20/2004,7,3
3/20/2004,4,3
3/20/2004,3,3
3/20/2004,3,3
3/21/2004,3,3
3/21/2004,2,3
3/21/2004,1,3
3/21/2004,1,3
3/21/2004,0,3
3/21/2004,-1,3
3/21/2004,-2,3
3/21/2004,-1,3
3/21/2004,-1,3
3/21/2004,0,3
3/21/2004,0,3
3/21/2004,2,3
3/21/2004,2,3
3/21/2004,1,3
3/21/2004,1,3
3/21/2004,1,3
3/21/2004,1,3
3/21/2004,1,3
3/21/2004,-1,3
3/21/2004,-2,3
3/21/2004,-3,3
3/21/2004,-4,3
3/21/2004,-4,3
3/21/2004,-4,3
3/22/2004,-6,3
3/22/2004,-6,3
3/22/2004,-6,3
3/22/2004,-6,3
3/22/2004,-7,3
3/22/2004,-7,3
3/22/2004,-8,3
3/22/2004,-6,3
3/22/2004,-3,3
3/22/2004,-2,3
3/22/2004,-1,3
3/22/2004,0,3
3/22/2004,1,3
3/22/2004,2,3
3/22/2004,2,3
3/22/2004,4,3
3/22/2004,4,3
3/22/2004,3,3
3/22/2004,2,3
3/22/2004,1,3
3/22/2004,1,3
3/22/2004,1,3
3/22/2004,0,3
3/22/2004,-1,3
3/23/2004,0,3
3/23/2004,0,3
3/23/2004,0,3
3/23/2004,0,3
3/23/2004,0,3
3/23/2004,0,3
3/23/2004,1,3
3/23/2004,2,3
3/23/2004,4,3
3/23/2004,7,3
3/23/2004,9,3
3/23/2004,11,3
3/23/2004,12,3
3/23/2004,14,3
3/23/2004,14,3
3/23/2004,14,3
3/23/2004,13,3
3/23/2004,13,3
3/23/2004,12,3
3/23/2004,10,3
3/23/2004,11,3
3/23/2004,10,3
3/23/2004,10,3
3/23/2004,9,3
3/24/2004,7,3
3/24/2004,7,3
3/24/2004,7,3
3/24/2004,7,3
3/24/2004,8,3
3/24/2004,8,3
3/24/2004,9,3
3/24/2004,11,3
3/24/2004,12,3
3/24/2004,13,3
3/24/2004,16,3
3/24/2004,16,3
3/24/2004,15,3
3/24/2004,17,3
3/24/2004,18,3
3/24/2004,19,3
3/24/2004,19,3
3/24/2004,19,3
3/24/2004,19,3
3/24/2004,18,3
3/24/2004,18,3
3/24/2004,18,3
3/24/2004,17,3
3/24/2004,17,3
3/25/2004,17,3
3/25/2004,17,3
3/25/2004,17,3
3/25/2004,16,3
3/25/2004,15,3
3/25/2004,16,3
3/25/2004,16,3
3/25/2004,15,3
3/25/2004,15,3
3/25/2004,13,3
3/25/2004,13,3
3/25/2004,13,3
3/25/2004,16,3
3/25/2004,14,3
3/25/2004,15,3
3/25/2004,16,3
3/25/2004,16,3
3/25/2004,16,3
3/25/2004,16,3
3/25/2004,16,3
3/25/2004,17,3
3/25/2004,17,3
3/25/2004,17,3
3/25/2004,17,3
3/26/2004,17,3
3/26/2004,17,3
3/26/2004,17,3
3/26/2004,16,3
3/26/2004,14,3
3/26/2004,15,3
3/26/2004,15,3
3/26/2004,14.1,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,15,3
3/26/2004,17,3
3/26/2004,17,3
3/26/2004,17,3
3/26/2004,17,3
3/26/2004,16,3
3/26/2004,16,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,14,3
3/26/2004,14,3
3/27/2004,14,3
3/27/2004,14,3
3/27/2004,14,3
3/27/2004,14,3
3/27/2004,13,3
3/27/2004,13,3
3/27/2004,13,3
3/27/2004,14,3
3/27/2004,14,3
3/27/2004,15,3
3/27/2004,16,3
3/27/2004,19,3
3/27/2004,20,3
3/27/2004,20,3
3/27/2004,20,3
3/27/2004,21,3
3/27/2004,21,3
3/27/2004,21,3
3/27/2004,19,3
3/27/2004,18,3
3/27/2004,18,3
3/27/2004,17,3
3/27/2004,17,3
3/27/2004,17,3
3/28/2004,16,3
3/28/2004,16,3
3/28/2004,15,3
3/28/2004,16,3
3/28/2004,16,3
3/28/2004,16,3
3/28/2004,16,3
3/28/2004,16,3
3/28/2004,18,3
3/28/2004,20,3
3/28/2004,22,3
3/28/2004,23,3
3/28/2004,24,3
3/28/2004,23,3
3/28/2004,24,3
3/28/2004,24,3
3/28/2004,24,3
3/28/2004,23,3
3/28/2004,22,3
3/28/2004,22,3
3/28/2004,14,3
3/28/2004,13,3
3/28/2004,12,3
3/28/2004,10,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,8,3
3/29/2004,9,3
3/29/2004,9,3
3/29/2004,10,3
3/29/2004,12,3
3/29/2004,14,3
3/29/2004,15,3
3/29/2004,16,3
3/29/2004,16,3
3/29/2004,15,3
3/29/2004,17,3
3/29/2004,16,3
3/29/2004,14,3
3/29/2004,12,3
3/29/2004,10,3
3/29/2004,8,3
3/29/2004,8,3
3/29/2004,7,3
3/30/2004,6,3
3/30/2004,6,3
3/30/2004,7,3
3/30/2004,6,3
3/30/2004,7,3
3/30/2004,8,3
3/30/2004,8,3
3/30/2004,9,3
3/30/2004,10,3
3/30/2004,11,3
3/30/2004,10,3
3/30/2004,12,3
3/30/2004,7,3
3/30/2004,9,3
3/30/2004,9,3
3/30/2004,9,3
3/30/2004,9,3
3/30/2004,9,3
3/30/2004,8,3
3/30/2004,8,3
3/30/2004,7,3
3/30/2004,7,3
3/30/2004,6,3
3/30/2004,6,3
3/31/2004,5,3
3/31/2004,5,3
3/31/2004,6,3
3/31/2004,6,3
3/31/2004,6,3
3/31/2004,7,3
3/31/2004,7,3
3/31/2004,7,3
3/31/2004,8,3
3/31/2004,9,3
3/31/2004,9,3
3/31/2004,11,3
3/31/2004,11,3
3/31/2004,11,3
3/31/2004,10,3
3/31/2004,11,3
3/31/2004,10,3
3/31/2004,9,3
3/31/2004,7,3
3/31/2004,5,3
3/31/2004,4,3
3/31/2004,5.3,3
3/31/2004,6.7,3
3/31/2004,8,3
4/1/1999,9.3,4
4/1/1999,10.6,4
4/1/1999,12,4
4/1/1999,13.3,4
4/1/1999,13.3,4
4/1/1999,13.3,4
4/1/1999,13.3,4
4/1/1999,13.9,4
4/1/1999,14.4,4
4/1/1999,15.6,4
4/1/1999,15.6,4
4/1/1999,16.1,4
4/1/1999,16.1,4
4/1/1999,17.2,4
4/1/1999,17.2,4
4/1/1999,17.2,4
4/1/1999,17.2,4
4/1/1999,17.2,4
4/1/1999,16.7,4
4/1/1999,16.1,4
4/1/1999,16.1,4
4/1/1999,16.1,4
4/1/1999,15,4
4/1/1999,14.4,4
4/2/1999,13.9,4
4/2/1999,14.4,4
4/2/1999,14.4,4
4/2/1999,14.4,4
4/2/1999,13.9,4
4/2/1999,13.9,4
4/2/1999,13.3,4
4/2/1999,13.9,4
4/2/1999,16.1,4
4/2/1999,17.8,4
4/2/1999,18.9,4
4/2/1999,20,4
4/2/1999,20.6,4
4/2/1999,22.2,4
4/2/1999,23.3,4
4/2/1999,23.3,4
4/2/1999,23.9,4
4/2/1999,23.3,4
4/2/1999,23.3,4
4/2/1999,21.1,4
4/2/1999,20.6,4
4/2/1999,19.4,4
4/2/1999,18.9,4
4/2/1999,18.9,4
4/3/1999,17.2,4
4/3/1999,16.7,4
4/3/1999,16.7,4
4/3/1999,17.2,4
4/3/1999,17.2,4
4/3/1999,17.2,4
4/3/1999,17.8,4
4/3/1999,18.9,4
4/3/1999,19.4,4
4/3/1999,20,4
4/3/1999,22.2,4
4/3/1999,21.7,4
4/3/1999,21.1,4
4/3/1999,20.6,4
4/3/1999,20,4
4/3/1999,19.4,4
4/3/1999,20.6,4
4/3/1999,20,4
4/3/1999,18.9,4
4/3/1999,17.2,4
4/3/1999,16.1,4
4/3/1999,15,4
4/3/1999,15.6,4
4/3/1999,15.6,4
4/4/1999,15.6,4
4/4/1999,15.9,4
4/4/1999,16,4
4/4/1999,15,4
4/4/1999,15,4
4/4/1999,15,4
4/4/1999,16.1,4
4/4/1999,16.7,4
4/4/1999,16.7,4
4/4/1999,16.7,4
4/4/1999,16.1,4
4/4/1999,18.9,4
4/4/1999,20,4
4/4/1999,21.7,4
4/4/1999,22.2,4
4/4/1999,22.2,4
4/4/1999,21.7,4
4/4/1999,20.6,4
4/4/1999,18.9,4
4/4/1999,16.7,4
4/4/1999,15,4
4/4/1999,13.3,4
4/4/1999,12.2,4
4/4/1999,11.7,4
4/5/1999,10.6,4
4/5/1999,10,4
4/5/1999,9.4,4
4/5/1999,9.4,4
4/5/1999,10,4
4/5/1999,10,4
4/5/1999,10,4
4/5/1999,9.4,4
4/5/1999,8.9,4
4/5/1999,8.9,4
4/5/1999,10,4
4/5/1999,11.1,4
4/5/1999,13.9,4
4/5/1999,16.1,4
4/5/1999,18.3,4
4/5/1999,20,4
4/5/1999,19.4,4
4/5/1999,20,4
4/5/1999,20,4
4/5/1999,19.4,4
4/5/1999,18.3,4
4/5/1999,17.2,4
4/5/1999,18.3,4
4/5/1999,16.7,4
4/6/1999,17.8,4
4/6/1999,17,4
4/6/1999,17.2,4
4/6/1999,16.7,4
4/6/1999,16.7,4
4/6/1999,16.7,4
4/6/1999,16.7,4
4/6/1999,12.8,4
4/6/1999,12.2,4
4/6/1999,11.7,4
4/6/1999,11.1,4
4/6/1999,11.1,4
4/6/1999,13.3,4
4/6/1999,14.4,4
4/6/1999,16.1,4
4/6/1999,16.7,4
4/6/1999,17.2,4
4/6/1999,16.7,4
4/6/1999,15.6,4
4/6/1999,13.3,4
4/6/1999,12.2,4
4/6/1999,11.1,4
4/6/1999,10,4
4/6/1999,10,4
4/7/1999,9.4,4
4/7/1999,7.2,4
4/7/1999,6.1,4
4/7/1999,5.6,4
4/7/1999,5.6,4
4/7/1999,5,4
4/7/1999,5,4
4/7/1999,8.3,4
4/7/1999,12.8,4
4/7/1999,15.6,4
4/7/1999,17.2,4
4/7/1999,18.9,4
4/7/1999,20,4
4/7/1999,21.7,4
4/7/1999,22.8,4
4/7/1999,22.8,4
4/7/1999,23.3,4
4/7/1999,22.8,4
4/7/1999,21.7,4
4/7/1999,19.4,4
4/7/1999,18.9,4
4/7/1999,17.8,4
4/7/1999,17.2,4
4/7/1999,17.2,4
4/8/1999,16.1,4
4/8/1999,15.6,4
4/8/1999,13.9,4
4/8/1999,11.7,4
4/8/1999,10,4
4/8/1999,10,4
4/8/1999,10,4
4/8/1999,12.8,4
4/8/1999,16.1,4
4/8/1999,19.4,4
4/8/1999,21.7,4
4/8/1999,23.3,4
4/8/1999,24.4,4
4/8/1999,25,4
4/8/1999,22.8,4
4/8/1999,21.7,4
4/8/1999,21.7,4
4/8/1999,20.6,4
4/8/1999,20,4
4/8/1999,20.6,4
4/8/1999,20.6,4
4/8/1999,21.7,4
4/8/1999,21.1,4
4/8/1999,21.1,4
4/9/1999,17.2,4
4/9/1999,17.8,4
4/9/1999,17.8,4
4/9/1999,16.7,4
4/9/1999,16.1,4
4/9/1999,15.6,4
4/9/1999,16.7,4
4/9/1999,17.2,4
4/9/1999,15.6,4
4/9/1999,15.6,4
4/9/1999,14.4,4
4/9/1999,15,4
4/9/1999,16.1,4
4/9/1999,15,4
4/9/1999,13,4
4/9/1999,12.8,4
4/9/1999,11.7,4
4/9/1999,11.7,4
4/9/1999,10.6,4
4/9/1999,10,4
4/9/1999,9.4,4
4/9/1999,8.9,4
4/9/1999,8.9,4
4/9/1999,7.8,4
4/10/1999,6.7,4
4/10/1999,6.1,4
4/10/1999,5.6,4
4/10/1999,5.6,4
4/10/1999,3.9,4
4/10/1999,5,4
4/10/1999,5.6,4
4/10/1999,7.2,4
4/10/1999,8.9,4
4/10/1999,10.6,4
4/10/1999,12.2,4
4/10/1999,13.9,4
4/10/1999,15.6,4
4/10/1999,16.1,4
4/10/1999,17.2,4
4/10/1999,17.2,4
4/10/1999,17.2,4
4/10/1999,17.2,4
4/10/1999,16.1,4
4/10/1999,16.1,4
4/10/1999,14.4,4
4/10/1999,14.4,4
4/10/1999,13.9,4
4/10/1999,10.6,4
4/11/1999,11,4
4/11/1999,8.9,4
4/11/1999,7.8,4
4/11/1999,7.2,4
4/11/1999,7.2,4
4/11/1999,7.2,4
4/11/1999,6.7,4
4/11/1999,11.1,4
4/11/1999,13.3,4
4/11/1999,13.9,4
4/11/1999,14.4,4
4/11/1999,13.9,4
4/11/1999,13.9,4
4/11/1999,13.9,4
4/11/1999,10.6,4
4/11/1999,8.9,4
4/11/1999,9.4,4
4/11/1999,9.4,4
4/11/1999,9.4,4
4/11/1999,8.9,4
4/11/1999,8.3,4
4/11/1999,7.8,4
4/11/1999,7,4
4/11/1999,6.1,4
4/12/1999,6.1,4
4/12/1999,5.6,4
4/12/1999,6.1,4
4/12/1999,5.6,4
4/12/1999,5.6,4
4/12/1999,5,4
4/12/1999,5,4
4/12/1999,5.6,4
4/12/1999,7.8,4
4/12/1999,8.9,4
4/12/1999,10,4
4/12/1999,10.6,4
4/12/1999,11.7,4
4/12/1999,12.8,4
4/12/1999,12.2,4
4/12/1999,12.8,4
4/12/1999,12.8,4
4/12/1999,12.8,4
4/12/1999,11.7,4
4/12/1999,9.4,4
4/12/1999,8.9,4
4/12/1999,8.3,4
4/12/1999,7.2,4
4/12/1999,6.7,4
4/13/1999,6.1,4
4/13/1999,6.1,4
4/13/1999,4.4,4
4/13/1999,4.4,4
4/13/1999,3.9,4
4/13/1999,4,4
4/13/1999,2.8,4
4/13/1999,4.4,4
4/13/1999,9.4,4
4/13/1999,11.1,4
4/13/1999,11.7,4
4/13/1999,12.8,4
4/13/1999,13.3,4
4/13/1999,14.4,4
4/13/1999,15,4
4/13/1999,15.6,4
4/13/1999,16.1,4
4/13/1999,15.6,4
4/13/1999,13.9,4
4/13/1999,11.1,4
4/13/1999,8.9,4
4/13/1999,10.6,4
4/13/1999,10,4
4/13/1999,7.2,4
4/14/1999,5.6,4
4/14/1999,5,4
4/14/1999,5.6,4
4/14/1999,3.9,4
4/14/1999,3.3,4
4/14/1999,3.9,4
4/14/1999,2.8,4
4/14/1999,6.1,4
4/14/1999,10,4
4/14/1999,12.8,4
4/14/1999,15.6,4
4/14/1999,16.1,4
4/14/1999,16.7,4
4/14/1999,17.2,4
4/14/1999,17.2,4
4/14/1999,17.2,4
4/14/1999,17.2,4
4/14/1999,16.7,4
4/14/1999,14.4,4
4/14/1999,13.9,4
4/14/1999,12.2,4
4/14/1999,12.8,4
4/14/1999,12.2,4
4/14/1999,12.8,4
4/15/1999,12.8,4
4/15/1999,11.7,4
4/15/1999,11.1,4
4/15/1999,10.6,4
4/15/1999,10,4
4/15/1999,8.9,4
4/15/1999,8.3,4
4/15/1999,8.9,4
4/15/1999,8.3,4
4/15/1999,8.9,4
4/15/1999,8.9,4
4/15/1999,9.4,4
4/15/1999,9.4,4
4/15/1999,10,4
4/15/1999,10,4
4/15/1999,10.6,4
4/15/1999,10.6,4
4/15/1999,11.1,4
4/15/1999,11.7,4
4/15/1999,10.6,4
4/15/1999,10,4
4/15/1999,9.4,4
4/15/1999,8.9,4
4/15/1999,8.3,4
4/16/1999,8.3,4
4/16/1999,6.7,4
4/16/1999,5.6,4
4/16/1999,4.4,4
4/16/1999,3.9,4
4/16/1999,3.3,4
4/16/1999,2,4
4/16/1999,2.2,4
4/16/1999,3,4
4/16/1999,3.3,4
4/16/1999,4.4,4
4/16/1999,5,4
4/16/1999,5,4
4/16/1999,5.6,4
4/16/1999,5.6,4
4/16/1999,5,4
4/16/1999,5,4
4/16/1999,4.4,4
4/16/1999,4.4,4
4/16/1999,4.4,4
4/16/1999,4.4,4
4/16/1999,3.9,4
4/16/1999,3.9,4
4/16/1999,4,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,3.9,4
4/17/1999,4.4,4
4/17/1999,7,4
4/17/1999,6.7,4
4/17/1999,8.3,4
4/17/1999,8.3,4
4/17/1999,8.3,4
4/17/1999,7.8,4
4/17/1999,7.8,4
4/17/1999,7.2,4
4/17/1999,7.8,4
4/17/1999,7.8,4
4/17/1999,6.7,4
4/17/1999,6.7,4
4/17/1999,6.7,4
4/17/1999,6.7,4
4/17/1999,6.7,4
4/17/1999,6.7,4
4/18/1999,6.7,4
4/18/1999,6.7,4
4/18/1999,6.7,4
4/18/1999,7.2,4
4/18/1999,7.2,4
4/18/1999,7.2,4
4/18/1999,7.2,4
4/18/1999,7.2,4
4/18/1999,7.8,4
4/18/1999,8.3,4
4/18/1999,10,4
4/18/1999,9.4,4
4/18/1999,7,4
4/18/1999,8.3,4
4/18/1999,8.9,4
4/18/1999,8.9,4
4/18/1999,8.9,4
4/18/1999,8.9,4
4/18/1999,8.9,4
4/18/1999,7.2,4
4/18/1999,6.1,4
4/18/1999,6.7,4
4/18/1999,5.6,4
4/18/1999,5.6,4
4/19/1999,5,4
4/19/1999,4.4,4
4/19/1999,3.9,4
4/19/1999,3.9,4
4/19/1999,2.8,4
4/19/1999,2.8,4
4/19/1999,3.3,4
4/19/1999,6.7,4
4/19/1999,9.4,4
4/19/1999,11.1,4
4/19/1999,12.2,4
4/19/1999,13.3,4
4/19/1999,12.8,4
4/19/1999,14.4,4
4/19/1999,15.6,4
4/19/1999,16.7,4
4/19/1999,15.6,4
4/19/1999,14.4,4
4/19/1999,13.3,4
4/19/1999,11.7,4
4/19/1999,11.7,4
4/19/1999,10,4
4/19/1999,9.4,4
4/19/1999,7.2,4
4/20/1999,6.7,4
4/20/1999,6.1,4
4/20/1999,5.6,4
4/20/1999,2.8,4
4/20/1999,2.8,4
4/20/1999,2.2,4
4/20/1999,2.2,4
4/20/1999,6.1,4
4/20/1999,8.9,4
4/20/1999,10.6,4
4/20/1999,11.7,4
4/20/1999,12.8,4
4/20/1999,14.4,4
4/20/1999,15,4
4/20/1999,15.6,4
4/20/1999,16.1,4
4/20/1999,15.6,4
4/20/1999,15.6,4
4/20/1999,15.6,4
4/20/1999,12.8,4
4/20/1999,11.7,4
4/20/1999,11.1,4
4/20/1999,11.1,4
4/20/1999,11.1,4
4/21/1999,11.1,4
4/21/1999,11.1,4
4/21/1999,12,4
4/21/1999,12,4
4/21/1999,11.1,4
4/21/1999,11.1,4
4/21/1999,11.1,4
4/21/1999,11.7,4
4/21/1999,15,4
4/21/1999,17.2,4
4/21/1999,16.7,4
4/21/1999,18.3,4
4/21/1999,21.1,4
4/21/1999,22.2,4
4/21/1999,22.8,4
4/21/1999,23.3,4
4/21/1999,22.8,4
4/21/1999,20.6,4
4/21/1999,20.6,4
4/21/1999,19.4,4
4/21/1999,18.9,4
4/21/1999,19.4,4
4/21/1999,18.9,4
4/21/1999,18.3,4
4/22/1999,18.9,4
4/22/1999,18.9,4
4/22/1999,17.8,4
4/22/1999,17.8,4
4/22/1999,17.2,4
4/22/1999,17.2,4
4/22/1999,17.8,4
4/22/1999,18.9,4
4/22/1999,19.4,4
4/22/1999,20,4
4/22/1999,21.7,4
4/22/1999,22.8,4
4/22/1999,22.8,4
4/22/1999,23.3,4
4/22/1999,23.9,4
4/22/1999,23.3,4
4/22/1999,22.8,4
4/22/1999,22.2,4
4/22/1999,22.2,4
4/22/1999,21.1,4
4/22/1999,20,4
4/22/1999,20,4
4/22/1999,20,4
4/22/1999,17.8,4
4/23/1999,17.8,4
4/23/1999,18.9,4
4/23/1999,18.9,4
4/23/1999,19.4,4
4/23/1999,20,4
4/23/1999,18.9,4
4/23/1999,16.1,4
4/23/1999,14.4,4
4/23/1999,11.7,4
4/23/1999,11,4
4/23/1999,10.6,4
4/23/1999,9.4,4
4/23/1999,8.9,4
4/23/1999,9,4
4/23/1999,8.9,4
4/23/1999,9.4,4
4/23/1999,10.6,4
4/23/1999,10,4
4/23/1999,10,4
4/23/1999,10,4
4/23/1999,9.4,4
4/23/1999,9.4,4
4/23/1999,8.3,4
4/23/1999,7.2,4
4/24/1999,6.1,4
4/24/1999,5.6,4
4/24/1999,5,4
4/24/1999,3.9,4
4/24/1999,3.9,4
4/24/1999,3.3,4
4/24/1999,3.9,4
4/24/1999,5,4
4/24/1999,6.7,4
4/24/1999,8.9,4
4/24/1999,10,4
4/24/1999,11.7,4
4/24/1999,12.8,4
4/24/1999,13.3,4
4/24/1999,14.4,4
4/24/1999,14.4,4
4/24/1999,14.4,4
4/24/1999,13.9,4
4/24/1999,12.8,4
4/24/1999,10.6,4
4/24/1999,9.4,4
4/24/1999,8.3,4
4/24/1999,7.2,4
4/24/1999,6.1,4
4/25/1999,5,4
4/25/1999,5.6,4
4/25/1999,3.3,4
4/25/1999,3.9,4
4/25/1999,3.9,4
4/25/1999,2.2,4
4/25/1999,3.9,4
4/25/1999,7.2,4
4/25/1999,9.4,4
4/25/1999,11.1,4
4/25/1999,12.2,4
4/25/1999,13.3,4
4/25/1999,14.4,4
4/25/1999,15,4
4/25/1999,16.1,4
4/25/1999,16.7,4
4/25/1999,16.7,4
4/25/1999,16.1,4
4/25/1999,14.4,4
4/25/1999,13.3,4
4/25/1999,11.7,4
4/25/1999,10.6,4
4/25/1999,10.6,4
4/25/1999,10.6,4
4/26/1999,10,4
4/26/1999,10,4
4/26/1999,8.9,4
4/26/1999,8.9,4
4/26/1999,8.3,4
4/26/1999,9.4,4
4/26/1999,10,4
4/26/1999,11.1,4
4/26/1999,12.2,4
4/26/1999,13.3,4
4/26/1999,14.4,4
4/26/1999,15.6,4
4/26/1999,16.7,4
4/26/1999,17.8,4
4/26/1999,18.3,4
4/26/1999,18.3,4
4/26/1999,19.4,4
4/26/1999,19.4,4
4/26/1999,17.2,4
4/26/1999,16.1,4
4/26/1999,15.6,4
4/26/1999,14.4,4
4/26/1999,14.4,4
4/26/1999,14.4,4
4/27/1999,13.9,4
4/27/1999,13.9,4
4/27/1999,14.4,4
4/27/1999,13.9,4
4/27/1999,13.3,4
4/27/1999,14,4
4/27/1999,13.9,4
4/27/1999,12.8,4
4/27/1999,12.2,4
4/27/1999,13.3,4
4/27/1999,13.3,4
4/27/1999,13.3,4
4/27/1999,13.3,4
4/27/1999,13.3,4
4/27/1999,12.2,4
4/27/1999,11.7,4
4/27/1999,12.8,4
4/27/1999,12.2,4
4/27/1999,11.7,4
4/27/1999,11.1,4
4/27/1999,10.6,4
4/27/1999,9.4,4
4/27/1999,8.9,4
4/27/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,8.3,4
4/28/1999,8.3,4
4/28/1999,8.9,4
4/28/1999,8.9,4
4/28/1999,10,4
4/28/1999,10,4
4/28/1999,10.6,4
4/28/1999,11.7,4
4/28/1999,11.7,4
4/28/1999,12.2,4
4/28/1999,13.3,4
4/28/1999,13.9,4
4/28/1999,13.3,4
4/28/1999,14.4,4
4/28/1999,14.4,4
4/28/1999,13.9,4
4/28/1999,13.3,4
4/28/1999,12.2,4
4/28/1999,11.1,4
4/29/1999,10.6,4
4/29/1999,9.4,4
4/29/1999,9.4,4
4/29/1999,8.9,4
4/29/1999,8.3,4
4/29/1999,7.8,4
4/29/1999,8.3,4
4/29/1999,9.4,4
4/29/1999,11.1,4
4/29/1999,12.8,4
4/29/1999,14.4,4
4/29/1999,16.7,4
4/29/1999,17.2,4
4/29/1999,18.3,4
4/29/1999,18.3,4
4/29/1999,18.9,4
4/29/1999,18.3,4
4/29/1999,17.8,4
4/29/1999,16.7,4
4/29/1999,14.4,4
4/29/1999,12.8,4
4/29/1999,10.6,4
4/29/1999,10,4
4/29/1999,10.6,4
4/30/1999,8.3,4
4/30/1999,8.9,4
4/30/1999,7.8,4
4/30/1999,7.8,4
4/30/1999,7.2,4
4/30/1999,5.6,4
4/30/1999,7.8,4
4/30/1999,10.6,4
4/30/1999,12.8,4
4/30/1999,15,4
4/30/1999,16.1,4
4/30/1999,17.8,4
4/30/1999,18.9,4
4/30/1999,19.4,4
4/30/1999,20,4
4/30/1999,20,4
4/30/1999,20,4
4/30/1999,20,4
4/30/1999,18.9,4
4/30/1999,16.1,4
4/30/1999,14.4,4
4/30/1999,13.6,4
4/30/1999,12.7,4
4/30/1999,11.9,4
5/1/1996,11,5
5/1/1996,10.2,5
5/1/1996,9.3,5
5/1/1996,8.5,5
5/1/1996,8.3,5
5/1/1996,7.7,5
5/1/1996,8.3,5
5/1/1996,10,5
5/1/1996,12.2,5
5/1/1996,13.3,5
5/1/1996,13.8,5
5/1/1996,15.5,5
5/1/1996,16.6,5
5/1/1996,17.2,5
5/1/1996,17.7,5
5/1/1996,17.7,5
5/1/1996,18.3,5
5/1/1996,17.7,5
5/1/1996,16.6,5
5/1/1996,13.8,5
5/1/1996,11.6,5
5/1/1996,10,5
5/1/1996,7.7,5
5/1/1996,6.6,5
5/2/1996,5.5,5
5/2/1996,4.4,5
5/2/1996,5,5
5/2/1996,5,5
5/2/1996,3.3,5
5/2/1996,2.2,5
5/2/1996,5,5
5/2/1996,8.8,5
5/2/1996,12.2,5
5/2/1996,15.5,5
5/2/1996,17.2,5
5/2/1996,18.8,5
5/2/1996,18.8,5
5/2/1996,18.8,5
5/2/1996,19.4,5
5/2/1996,18.3,5
5/2/1996,16.6,5
5/2/1996,16.1,5
5/2/1996,16.1,5
5/2/1996,14.4,5
5/2/1996,12.7,5
5/2/1996,12.2,5
5/2/1996,12.2,5
5/2/1996,12.2,5
5/3/1996,11.1,5
5/3/1996,10.5,5
